,id,crew_job,crew_name
4318,2114,Director,Motonori Sakakibara
4319,8835,Director,Robert Luketic
4320,11371,Director,Frank Oz
4321,78248,Director,Roger Gnoan M'Bala
4322,9517,Director,Larry Clark
4323,25985,Director,Joel Hopkins
4324,15745,Director,Jon Favreau
4325,24977,Director,Don Kempf
4325,24977,Director,James D. Stern
4326,36107,Director,Mark Osborne
4327,113271,Director,Ben Stassen
4328,58904,Director,Ben Stassen
4330,13794,Director,George Casey
4331,13795,Director,George Casey
4332,103488,Director,Ben Stassen
4334,38965,Director,Paul Flaherty
4335,47817,Director,Ernest Thompson
4336,31052,Director,Lawrence Kasdan
4337,10868,Director,Jonathan Kaplan
4338,9395,Director,Andrew Davis
4339,14506,Director,Terry Gilliam
4340,5333,Director,Martin Donovan
4341,4281,Director,Michael Winner
4342,2,Director,Aki Kaurismäki
4343,26044,Director,Bud Yorkin
4344,59797,Director,Andrew Fleming
4345,14911,Director,Peter Markle
4346,15592,Director,Garry Marshall
4347,15267,Director,Kevin Reynolds
4348,12710,Director,Jim Abrahams
4349,30502,Director,Randal Kleiser
4350,19382,Director,Mike Nichols
4351,24679,Director,Clint Eastwood
4352,9599,Director,Chuck Russell
4353,94440,Director,Harold Becker
4354,17170,Director,James Bridges
4355,18509,Director,Allan Arkush
4356,110428,Director,Bruno Dumont
4357,34604,Director,Geneviève Robert
4358,14441,Director,Glenn Gordon Caron
4359,7520,Director,Roger Donaldson
4360,10126,Director,Dennis Hopper
4361,9602,Director,John Landis
4362,23752,Director,Michael Ritchie
4363,41952,Director,Martin Campbell
4364,3980,Director,Stephen Herek
4365,10127,Director,Mick Garris
4366,12702,Director,Kristine Peterson
4367,27397,Director,Joan Micklin Silver
4368,9748,Director,Annabel Jankel
4368,9748,Director,Rocky Morton
4369,40095,Director,Mark Goldblatt
4370,10651,Director,Buddy Van Horn
4371,10141,Director,Frank Oz
4372,27362,Director,Peter Greenaway
4373,5680,Director,James Signorelli
4374,26386,Director,John R. Cherry III
4375,34053,Director,Taylor Hackford
4376,25884,Director,Daniel Goldberg
4377,26355,Director,John G. Avildsen
4378,10675,Director,Roman Polanski
4379,38982,Director,David Anspaugh
4380,10130,Director,Michael Apted
4381,2617,Director,Howard Deutch
4382,38615,Director,Chris Columbus
4383,21362,Director,Neil Jordan
4384,30690,Director,Michael Dinner
4385,75889,Director,Peter Yates
4386,38500,Director,John Hough
4387,26723,Director,Andrew Solt
4388,20443,Director,Bud Smith 
4389,49365,Director,Frank LaLoggia
4390,11347,Director,Ken Russell
4391,12144,Director,Don Bluth
4392,13704,Director,Greg Beeman
4393,12505,Director,Richard Benjamin
4394,41963,Director,Bob Swaim
4395,13482,Director,Robert Redford
4396,34014,Director,Paul Mazursky
4397,29739,Director,Alan Metter
4398,12120,Director,Richard Benjamin
4399,47818,Director,William Richert
4400,38617,Director,Christopher Crowe
4401,3543,Director,Percy Adlon
4402,51321,Director,Marisa Silver
4403,9604,Director,Walter Hill
4404,24929,Director,Ken Wiederhorn
4405,10925,Director,Dan O'Bannon
4406,13965,Director,Geoff Burrowes
4407,24266,Director,George T. Miller
4408,58434,Director,Daniel Petrie
4409,18197,Director,Sidney Lumet
4410,70842,Director,Ken Russell
4411,38909,Director,Boaz Davidson
4412,17126,Director,Joan Freeman
4413,11503,Director,Wes Craven
4414,38558,Director,James Glickenhaus
4415,9717,Director,Roger Spottiswoode
4416,11966,Director,Kenneth Johnson
4417,2605,Director,John Badham
4418,8740,Director,George Sluizer
4419,25497,Director,Mike Figgis
4420,38560,Director,Blake Edwards
4421,50203,Director,Robert Greenwald
4422,26798,Director,Ted Kotcheff
4423,91445,Director,Rip Torn
4424,41428,Director,Shinya Tsukamoto
4425,8337,Director,John Carpenter
4426,47493,Director,Agnieszka Holland
4427,8463,Director,Paul Bogart
4428,41974,Director,Nicolas Roeg
4429,28176,Director,Francis Ford Coppola
4430,9493,Director,Ivan Reitman
4431,26603,Director,Brian Gilbert
4432,33172,Director,Jon Hess
4433,29095,Director,Anthony Hickox
4434,12582,Director,Thom Eberhardt
4435,10001,Director,Yahoo Serious
4436,11352,Director,Steven Spielberg
4437,12500,Director,Sam Firstenberg
4438,25678,Director,Sam Firstenberg
4439,25682,Director,Cedric Sundstrom
4440,32049,Director,Robert Radler
4441,45225,Director,Christopher Guest
4442,1648,Director,Stephen Herek
4443,4105,Director,Ridley Scott
4444,22711,Director,Ron Shelton
4445,19124,Director,Phillip Noyce
4446,69828,Director,Bill Forsyth
4447,53150,Director,David Irving
4448,10142,Director,Brian De Palma
4449,3064,Director,Emile Ardolino
4450,86093,Director,Susan Seidelman
4451,10134,Director,Albert Pyun
4452,21291,Director,Gary David Goldberg
4453,4925,Director,John Frankenheimer
4454,30352,Director,Jim Kouf
4455,15142,Director,Marc Rocco
4456,14550,Director,Howard Zieff
4457,32075,Director,Euzhan Palcy
4458,2210,Director,Julien Temple
4459,25005,Director,Jean-Claude Lord
4460,21721,Director,Martin Davidson
4461,116014,Director,Paul Mazursky
4462,11828,Director,Terry Jones
4463,55699,Director,Dave Thomas
4464,10551,Director,Sidney Lumet
4465,20713,Director,John Milius
4466,27461,Director,Roland Joffé
4467,41969,Director,Gordon Hessler
4468,1380,Director,Graeme Clifford
4469,19157,Director,Valerie Breiman
4470,11465,Director,Jim McBride
4471,17190,Director,Thom Eberhardt
4472,55059,Director,Mel Damski
4473,9085,Director,Eddie Murphy
4474,17819,Director,Bruce Beresford
4475,46786,Director,Andrei Konchalovsky
4476,14776,Director,Bruce Robinson
4477,59585,Director,Jonathan Kaplan
4478,32855,Director,Norman Jewison
4479,29185,Director,Peter Yates
4480,39787,Director,David Hugh Jones
4481,32059,Director,Pat O'Connor
4482,505,Director,Walter Hill
4483,4486,Director,Denys Arcand
4484,10345,Director,Rod Daniel
4485,10222,Director,Jean-Claude Van Damme
4485,10222,Director,David Worth
4485,10222,Director,Mark DiSalle
4486,12774,Director,Uli Edel
4487,14621,Director,John G. Avildsen
4488,19118,Director,Joe Pytka
4489,14372,Director,George P. Cosmatos
4490,15138,Director,Richard Greenberg
4491,9972,Director,John Flynn
4492,9494,Director,Amy Heckerling
4493,17362,Director,Joan Micklin Silver
4494,9942,Director,David S. Ward
4495,8216,Director,Peter Jackson
4496,4296,Director,Michael Anderson
4497,24739,Director,Steve De Jarnatt
4498,39197,Director,Thomas Schlamme
4499,9686,Director,Woody Allen
4499,9686,Director,Francis Ford Coppola
4499,9686,Director,Martin Scorsese
4500,27418,Director,John Irvin
4501,39002,Director,Thomas J. Wright
4502,43345,Director,Luis Puenzo
4503,31606,Director,Andrew Davis
4504,27607,Director,Bob Balaban
4505,37146,Director,Arthur Penn
4506,20006,Director,Buddy Van Horn
4507,8867,Director,Mark Goldblatt
4508,12663,Director,Joseph Zito
4509,331,Director,Joe Johnston
4510,11467,Director,Joe Roth
4511,327,Director,Takeshi Kitano
4512,1548,Director,Terry Zwigoff
4513,13403,Director,John Cameron Mitchell
4514,869,Director,Tim Burton
4515,552,Director,Silvio Soldini
4516,36095,Director,Kiyoshi Kurosawa
4517,33379,Director,Joel Hershman
4518,196859,Director,Michael Polish
4519,47574,Director,Samantha Lang
4520,2171,Director,David Wain
4521,87462,Director,William Lustig
4522,20307,Director,Jack Sholder
4523,19142,Director,Jim Wynorski
4524,41946,Director,Richard Lester
4525,10135,Director,Rowdy Herrington
4526,32767,Director,John Duigan
4527,56162,Director,Percy Adlon
4528,24254,Director,Aaron Russo
4528,24254,Director,David Greenwalt
4529,19236,Director,Alejandro Jodorowsky
4530,32261,Director,Michael Caton-Jones
4531,60276,Director,Paul Bartel
4532,12150,Director,Harold Becker
4533,11185,Director,Arthur Hiller
4534,47045,Director,Stan Dragoti
4535,18683,Director,Lewis Gilbert
4536,12521,Director,Wes Craven
4537,12478,Director,Blake Edwards
4538,49788,Director,James Ivory
4539,31083,Director,Michael Hoffman
4540,30666,Director,Jeff Burr
4541,25155,Director,Joseph Ruben
4542,65015,Director,Jane Campion
4543,24077,Director,Mel Smith
4544,9618,Director,Andrei Konchalovsky
4544,9618,Director,Albert Magnoli
4545,16560,Director,Nick Castle
4546,31608,Director,Francis Veber
4547,22102,Director,Jeff Kanew
4548,6951,Director,Roger Spottiswoode
4549,11959,Director,Jay Levey
4550,2616,Director,John Hughes
4551,7091,Director,Robert Bierman
4552,249,Director,Danny DeVito
4553,11342,Director,Steve Miner
4554,183,Director,Todd Holland
4555,32330,Director,Will Mackenzie
4556,24126,Director,Anthony Hickox
4557,8494,Director,Robert Klane
4558,26535,Director,John Schlesinger
4559,41784,Director,Bruce Beresford
4560,27431,Director,Dario Argento
4561,2148,Director,Francis Ford Coppola
4562,42033,Director,Paul Donovan
4562,42033,Director,Digby Cook
4563,11308,Director,Tony Richardson
4564,23239,Director,David Caesar
4565,53119,Director,Jeroen Krabbé
4566,31941,Director,Karel Reisz
4567,19317,Director,Peter Medak
4568,27813,Director,Frank Henenlotter
4569,57745,Director,Peter Mullan
4570,2057,Director,Michael Cristofer
4571,9880,Director,Garry Marshall
4572,5175,Director,Brett Ratner
4573,21596,Director,Pierre-Paul Renders
4574,41951,Director,Claire Denis
4575,11385,Director,Howard Hawks
4576,4484,Director,Édouard Molinaro
4577,11684,Director,Édouard Molinaro
4578,44414,Director,Mike Figgis
4579,44258,Director,Peter Brook
4580,20391,Director,Joshua Logan
4581,12584,Director,Don Siegel
4582,70042,Director,Steven M. Martin
4583,1627,Director,François Truffaut
4584,11542,Director,Ken Russell
4585,17169,Director,Buddy Van Horn
4586,39176,Director,Mike Newell
4587,33214,Director,Nicolas Roeg
4588,19267,Director,Robert Clouse
4589,2770,Director,J.B. Rogers
4590,12610,Director,Bobby Farrelly
4590,12610,Director,Peter Farrelly
4591,1933,Director,Alejandro Amenábar
4592,13496,Director,Les Mayfield
4593,21055,Director,Julie Davis
4594,24936,Director,Scott McGehee
4594,24936,Director,David Siegel
4595,80070,Director,John Carney
4596,10972,Director,Brad Anderson
4597,207541,Director,Alan Miiller
4598,1722,Director,John Madden
4599,9896,Director,Jerry Zucker
4600,26665,Director,Hans Petter Moland
4601,125707,Director,Paul Cox
4602,9683,Director,Blair Hayes
4603,2779,Director,Woody Allen
4604,2294,Director,Kevin Smith
4605,10016,Director,John Carpenter
4606,26602,Director,Mike Tollin
4607,37920,Director,Éva Gárdos
4608,22230,Director,Brad Anderson
4609,206412,Director,Griffin Dunne
4610,13966,Director,Ben Elton
4611,742,Director,Lukas Moodysson
4612,248757,Director,Patrik-Ian Polk
4613,15104,Director,María Ripoll
4614,8922,Director,Victor Salva
4615,11065,Director,Tim Blake Nelson
4616,21118,Director,Jordan Brady
4617,46727,Director,Nickolas Perry
4618,16314,Director,Jon Turteltaub
4619,18885,Director,Charles T. Kanganis
4620,40508,Director,Shin Sang-ok
4621,5922,Director,Buzz Kulik
4622,27346,Director,William Lustig
4623,34223,Director,Richard Wenk
4624,16307,Director,Robin Hardy
4625,27681,Director,Blair Treu
4626,11370,Director,Peter Hyams
4627,12508,Director,Stephen Herek
4628,14033,Director,Stephen Carpenter
4629,25462,Director,Mark Brown
4631,34714,Director,Dan Cohen
4632,47161,Director,Hassan Yektapanah
4633,106230,Director,Yongyoot Thongkongtoon
4634,35176,Director,Dana Lustig
4635,18734,Director,Michael Cuesta
4636,44321,Director,Barbet Schroeder
4637,26661,Director,Charles Lamont
4638,5998,Director,Fritz Lang
4639,58062,Director,Mark Jonathan Harris
4640,2176,Director,Daniel Sackheim
4641,20857,Director,Brian Robbins
4642,22617,Director,Bob Giraldi
4643,75386,Director,Jacob Kornbluth
4643,75386,Director,Josh Kornbluth
4644,2185,Director,Barry Sonnenfeld
4645,10696,Director,Vondie Curtis-Hall
4646,2034,Director,Antoine Fuqua
4647,21538,Director,Cory McAbee
4648,51722,Director,Edet Belzberg
4649,101860,Director,Kenneth A. Carlson
4650,48834,Director,Stephen Frears
4651,30379,Director,Brian Trenchard-Smith
4651,30379,Director,Paul J. Lombardi
4652,31016,Director,Edward Burns
4653,32567,Director,George Butler
4654,12537,Director,Karel Reisz
4655,9028,Director,Sergio Corbucci
4656,16180,Director,John Hough
4657,11521,Director,Jodie Foster
4658,21028,Director,Vladimir Menshov
4659,27327,Director,Brian De Palma
4660,35200,Director,Irvin Kershner
4661,21242,Director,Edwin Sherin
4662,29756,Director,William Castle
4663,82523,Director,Dusan Makavejev
4664,20115,Director,Dario Argento
4665,30295,Director,Ralph Nelson
4666,25767,Director,Stanley Donen
4667,33725,Director,Frank Capra
4668,22874,Director,Stanley Donen
4669,11576,Director,Stanley Kramer
4670,43860,Director,Robert Stevenson
4671,43802,Director,William Wyler
4672,9660,Director,Blake Edwards
4673,15393,Director,Clint Eastwood
4674,248,Director,Frank Capra
4675,40885,Director,Joshua Logan
4676,25905,Director,Ján Kadár
4676,25905,Director,Elmar Klos
4677,21148,Director,Sean S. Cunningham
4678,1644,Director,George Sluizer
4679,12502,Director,Mike Nichols
4680,66092,Director,Anthony Page
4681,10373,Director,Franc Roddam
4682,13766,Director,Harry Winer
4683,16380,Director,Rudolph Maté
4684,12103,Director,Gary Fleder
4685,11313,Director,Scott Hicks
4686,9398,Director,Ben Stiller
4687,35066,Director,David Kane
4688,45864,Director,Eric Hannah
4689,55372,Director,Jacques Rivette
4690,292947,Director,Dov Kelemer
4691,10866,Director,John Dahl
4692,34549,Director,Tim Hill
4693,9778,Director,Peter Chelsom
4694,34453,Director,Gillian Grisman
4695,58429,Director,Lucrecia Martel
4696,16121,Director,Samuel Fuller
4697,40220,Director,Ulli Lommel
4698,166,Director,Claude Pinoteau
4699,42787,Director,Walter Grauman
4700,1623,Director,Stuart Rosenberg
4701,40932,Director,Nancy Walker
4702,32027,Director,Robert Kaylor
4703,13550,Director,Peter Medak
4704,13612,Director,Tommy Chong
4705,16769,Director,Michael Apted
4706,42158,Director,Joel Oliansky
4707,27958,Director,William Friedkin
4708,86463,Director,Lech Kowalski
4709,31703,Director,Alvin Rakoff
4710,1716,Director,François Truffaut
4711,27059,Director,Michael Ritchie
4712,20681,Director,John Irvin
4713,57743,Director,Eric Schwab
4714,3172,Director,Barry Levinson
4715,17708,Director,Rob Pritts
4716,12780,Director,Yuen Woo-ping
4717,570,Director,Catherine Breillat
4718,1018,Director,David Lynch
4719,25641,Director,Christine Lahti
4720,16767,Director,Hirotsugu Kawasaki
4721,102933,Director,Allison Anders
4722,11380,Director,Ernest R. Dickerson
4723,27396,Director,Douglas Hickox
4724,26299,Director,Athur H. Nadel
4725,984,Director,Don Siegel
4726,15559,Director,Ben Burtt
4726,15559,Director,Phyllis Ferguson
4726,15559,Director,James Neihouse
4726,15559,Director,Gail Singer
4727,14811,Director,Norman Jewison
4728,21741,Director,Graeme Ferguson
4729,77670,Director,David Stevens
4730,55727,Director,Dorian Walker
4731,15560,Director,Ivan Galin
4732,9585,Director,Brian Gilbert
4733,14267,Director,John Waters
4734,45929,Director,Stephen Low
4735,768,Director,Albert Hughes
4735,768,Director,Allen Hughes
4736,2100,Director,Rod Lurie
4737,11091,Director,Penny Marshall
4738,3173,Director,Oxide Pang Chun
4738,3173,Director,Danny Pang
4739,27092,Director,Marcelo Piñeyro
4740,23941,Director,Michael Radford
4741,18192,Director,Neal Slavin
4742,11845,Director,Patrice Chéreau
4743,9081,Director,Richard Linklater
4744,167,Director,Iain Softley
4745,34043,Director,Eric Bross
4746,9378,Director,Steve Beck
4747,27444,Director,Jonathan Teplitzky
4748,141,Director,Richard Kelly
4749,10034,Director,Mel Smith
4750,11457,Director,Irwin Winkler
4751,10778,Director,Joel Coen
4752,78657,Director,Sophie Fillières
4753,67385,Director,Robert Guédiguian
4754,151727,Director,Sandi Simcha Dubowski
4755,11456,Director,Harold Becker
4756,585,Director,Pete Docter
4757,10796,Director,James Wong
4758,23949,Director,Richard Linklater
4759,11088,Director,David Mamet
4760,9889,Director,Bobby Farrelly
4760,9889,Director,Peter Farrelly
4761,140511,Director,Seth Zvi Rosenfeld
4762,133115,Director,Rob Morrow
4763,45964,Director,Fred Walton
4764,32014,Director,William Dear
4765,13408,Director,DJ Pooh
4766,671,Director,Chris Columbus
4767,17731,Director,Richard Glatzer
4767,17731,Director,Wash Westmoreland
4768,20794,Director,David Atkins
4769,11469,Director,Gil Junger
4770,14369,Director,Brendan Malloy
4770,14369,Director,Emmett Malloy
4771,1535,Director,Tony Scott
4772,1433,Director,Guillermo del Toro
4773,1999,Director,Todd Field
4774,58098,Director,Gianni Amelio
4775,78076,Director,Larry Cohen
4776,87774,Director,Arthur Marks
4777,23847,Director,Barry Shear
4778,50785,Director,Jean-Luc Godard
4779,12472,Director,Joel Schumacher
4780,42258,Director,Paul Verhoeven
4781,11834,Director,Terry Gilliam
4782,16085,Director,William Wyler
4783,27405,Director,Sidney Hayers
4784,269,Director,Jean-Luc Godard
4785,16441,Director,Don Coscarelli
4786,11422,Director,Jack Smight
4787,31037,Director,Joseph Sargent
4788,40739,Director,Edward Dmytryk
4789,10656,Director,Luc Besson
4790,32847,Director,Irving Rapper
4791,39938,Director,George Cukor
4792,38766,Director,Lewis Milestone
4793,43510,Director,Lewis Seiler
4794,35284,Director,Edward Dmytryk
4794,35284,Director,Duilio Coletti
4795,14584,Director,Robert Moore
4796,58886,Director,Dominique Deruddere
4797,72277,Director,Peter Weir
4798,5781,Director,Luis Buñuel
4799,23805,Director,Richard Donner
4800,34388,Director,Guy Hamilton
4801,39867,Director,Joseph Ellison
4802,11033,Director,Brian De Palma
4803,69716,Director,Peter Collinson
4804,37835,Director,James Glickenhaus
4805,33356,Director,Peter Greenaway
4806,3537,Director,Alan Parker
4807,38922,Director,Anne Bancroft
4808,27145,Director,Éric Rohmer
4809,8738,Director,Don Taylor
4810,28614,Director,Brian G. Hutton
4811,3604,Director,Mike Hodges
4812,6974,Director,Ib Melchior
4813,26398,Director,Kevin Connor
4814,42218,Director,Bert I. Gordon
4815,10649,Director,James Fargo
4816,42566,Director,Steve Carver
4817,17689,Director,Clint Eastwood
4818,34084,Director,Albert Band
4819,15983,Director,Joseph Zito
4820,14854,Director,Steve Carver
4821,10847,Director,Harry Hook
4822,33525,Director,Mike Hodges
4823,27591,Director,Kevin Connor
4824,299,Director,Lewis Milestone
4825,31945,Director,Michael Cimino
4826,42160,Director,Richard Rush
4827,10650,Director,Clint Eastwood
4828,8007,Director,John Moore
4829,19076,Director,Charles Shyer
4830,81442,Director,Stephen Kessler
4831,50562,Director,Scott J. Gill
4832,13503,Director,Steve Miner
4833,161,Director,Steven Soderbergh
4834,43774,Director,Majid Majidi
4835,31064,Director,Patrick Stettner
4836,31682,Director,Jack Arnold
4837,8342,Director,Danis Tanović
4838,55479,Director,Leon Ichaso
4839,4886,Director,René Clair
4840,228,Director,Josef von Sternberg
4841,23111,Director,Paul Mazursky
4842,42597,Director,Herbert Ross
4843,194,Director,Jean-Pierre Jeunet
4844,11397,Director,Joel Gallen
4845,1903,Director,Cameron Crowe
4846,11889,Director,Richard Eyre
4847,28171,Director,Mojtaba Mirtahasebi
4847,28171,Director,Kaveh Moinfar
4847,28171,Director,Mohsen Makhmalbaf
4848,9523,Director,Ray Lawrence
4849,9428,Director,Wes Anderson
4850,1649,Director,Peter Hewitt
4851,11938,Director,Christopher Morahan
4852,43143,Director,Quentin Lawrence
4853,35201,Director,John Frankenheimer
4854,42724,Director,Karel Reisz
4855,24264,Director,John Guillermin
4856,27150,Director,Michael Miller
4857,26978,Director,Lamont Johnson
4858,19209,Director,Jeff Bleckner
4859,8386,Director,Jesse Dylan
4860,12589,Director,John A. Davis
4861,12312,Director,John Pasquin
4862,11232,Director,James Mangold
4863,120,Director,Peter Jackson
4864,11086,Director,Frank Darabont
4865,453,Director,Ron Howard
4866,18939,Director,Jan Švankmajer
4867,12724,Director,Mike Mendez
4868,11414,Director,Stanley Kramer
4869,31507,Director,William Wyler
4870,42612,Director,Haskell Wexler
4871,18783,Director,Zoltan Korda
4872,12593,Director,Ralph Bakshi
4873,14683,Director,Robert Taylor
4874,10794,Director,Blake Edwards
4875,43136,Director,Delbert Mann
4876,45491,Director,Michael Mak
4877,5052,Director,Jules Dassin
4878,37257,Director,Billy Wilder
4879,8489,Director,Michael Mann
4880,855,Director,Ridley Scott
4881,12660,Director,Gillian Armstrong
4882,10269,Director,Barbra Streisand
4883,5279,Director,Robert Altman
4884,10950,Director,Jessie Nelson
4885,1365,Director,Marc Forster
4886,6440,Director,Lasse Hallström
4887,14580,Director,Fritz Lang
4888,49410,Director,Barry Shils
4889,28296,Director,Ranald MacDougall
4890,24206,Director,Russell Mulcahy
4891,6037,Director,Robert Moore
4892,42987,Director,Joseph Losey
4893,61418,Director,Neal Jimenez
4893,61418,Director,Michael Steinberg
4894,27099,Director,Sébastien Lifshitz
4895,11857,Director,Jake Kasdan
4896,6312,Director,Christophe Gans
4897,11595,Director,Walter Hill
4898,24166,Director,Tsai Ming-liang
4899,26337,Director,John Bailey
4900,59066,Director,Ken Cameron
4901,77985,Director,Andrei Konchalovsky
4902,77074,Director,Arthur Hiller
4903,10170,Director,Fred Schepisi
4904,18317,Director,Anthony Minghella
4905,98491,Director,Robert Fuest
4906,26686,Director,Herbert Ross
4907,61934,Director,John Ford
4908,27273,Director,Jules Bass
4908,27273,Director,"Arthur Rankin, Jr."
4909,848,Director,Matthew Robbins
4910,9610,Director,Richard Fleischer
4911,15035,Director,Ralph Bakshi
4912,16127,Director,Richard Elfman
4913,31603,Director,John G. Avildsen
4914,32020,Director,Adrian Lyne
4915,33155,Director,William Sachs
4916,4965,Director,Gary Fleder
4917,11891,Director,Steve Oedekerk
4918,11888,Director,Brian Levant
4919,150,Director,Walter Hill
4920,35263,Director,Jan Schütte
4921,112,Director,Lone Scherfig
4922,125717,Director,Joseph Cedar
4923,20678,Director,Mike Binder
4924,15050,Director,Douglas Trumbull
4925,10423,Director,Rob Cohen
4926,11710,Director,Werner Herzog
4927,17691,Director,Robert Aldrich
4928,27378,Director,Werner Herzog
4929,57976,Director,Werner Herzog
4930,651,Director,Robert Altman
4931,31955,Director,Gillian Armstrong
4932,20620,Director,John Frankenheimer
4933,18647,Director,Marlon Brando
4934,11362,Director,Kevin Reynolds
4935,2637,Director,Mark Pellington
4936,10229,Director,Adam Shankman
4937,50819,Director,Laurice Guillen
4938,12659,Director,Wang Xiaoshuai
4939,41870,Director,Noam Gonick
4940,35650,Director,Denis Villeneuve
4941,9606,Director,Rintaro
4942,11447,Director,Nanni Moretti
4943,16550,Director,Todd Solondz
4944,13915,Director,Gary Burns
4945,34723,Director,Stephen Sommers
4946,31674,Director,Joel Schumacher
4947,52744,Director,Ulu Grosbard
4948,43340,Director,Gordon Douglas
4949,20009,Director,Dewey Nicks
4950,2084,Director,Jez Butterworth
4951,50225,Director,Peter O'Fallon
4952,74692,Director,Sturla Gunnarsson
4953,39775,Director,Jonathan Demme
4954,51044,Director,Otto Preminger
4955,29475,Director,Robert Townsend
4956,4267,Director,Bertrand Blier
4957,4031,Director,Bertrand Blier
4958,47871,Director,John Schlesinger
4959,11594,Director,Jean Delannoy
4960,19562,Director,Philippe de Broca
4961,11870,Director,Shawn Levy
4962,9884,Director,Andrew Davis
4963,11535,Director,John McTiernan
4964,27593,Director,Billy Morrissette
4965,11212,Director,Patrick Read Johnson
4966,29887,Director,David Butler
4967,32484,Director,William A. Seiter
4968,28345,Director,Allan Dwan
4969,69928,Director,Blake Edwards
4970,21921,Director,Richard Pryor
4971,21845,Director,Daniel Stern
4972,11528,Director,David M. Evans
4973,2441,Director,Julio Médem
4974,931,Director,Nicolas Roeg
4975,17130,Director,Tamra Davis
4976,10592,Director,Gregory Hoblit
4977,8470,Director,Nick Cassavetes
4978,16690,Director,Robin Budd
4978,16690,Director,Donovan Cook
4979,39939,Director,Jay Chandrasekhar
4980,9272,Director,Joseph Ruben
4981,14778,Director,Fred Schepisi
4982,19137,Director,Vittorio De Sica
4983,32499,Director,Vincente Minnelli
4984,8737,Director,Melville Shavelson
4985,33668,Director,Vincente Minnelli
4986,39282,Director,Herbert Ross
4987,40687,Director,Elaine May
4988,37230,Director,Karel Reisz
4989,993,Director,Joseph L. Mankiewicz
4990,11698,Director,Werner Herzog
4991,41357,Director,Robert Mulligan
4992,42458,Director,Melvin Frank
4993,93427,Director,Gottfried Reinhardt
4994,14475,Director,Robert Zemeckis
4995,43715,Director,Nathan H. Juran
4996,10052,Director,Tom Shadyac
4997,11979,Director,Michael Rymer
4998,75151,Director,Arliss Howard
4999,35868,Director,Timothy Linh Bui
5000,13791,Director,Michael Kalesniko
5001,27824,Director,Harry Ralston
5002,270306,Director,Ramin Serry
5003,9991,Director,Barry Skolnick
5004,480,Director,Mira Nair
5005,44340,Director,Larry Fessenden
5006,18984,Director,Doug Pray
5007,25006,Director,Abdul Malik Abbott
5008,23479,Director,Michael Ritchie
5009,66946,Director,John Berry
5010,19050,Director,Michael Pressman
5011,38442,Director,Miloš Forman
5012,108266,Director,Stuart Heisler
5013,108267,Director,Lesley Selander
5014,39387,Director,Miloš Forman
5015,15999,Director,Yoshiaki Kawajiri
5016,614,Director,Ingmar Bergman
5017,56133,Director,Carl Lerner
5018,121703,Director,Allan Dwan
5019,77955,Director,Carine Adler
5020,2752,Director,Michael Lehmann
5021,10590,Director,Randall Wallace
5022,40723,Director,Claire Denis
5023,29039,Director,Steve Carver
5024,22910,Director,Jack Hill 
5025,42517,Director,Jack Hill 
5026,40364,Director,Michele Soavi
5027,115332,Director,Martin Ritt
5028,13225,Director,Bill Kroyer
5029,21380,Director,Bruno Mattei
5029,21380,Director,Claudio Fragasso
5030,46717,Director,Mark Rydell
5031,63510,Director,Richard Pryor
5032,20465,Director,Michele Soavi
5033,35614,Director,Gary Goldman
5033,35614,Director,Don Bluth
5034,7219,Director,Lucio Fulci
5035,35810,Director,Alfred Zeisler
5036,18649,Director,Elliott Nugent
5037,18646,Director,Stanley Donen
5038,17058,Director,Fritz Lang
5039,13950,Director,Kevin Bray
5040,2135,Director,Simon Wells
5041,15186,Director,Steven Soderbergh
5042,43997,Director,David Caffrey
5043,31651,Director,Jim Sheridan
5044,47869,Director,Ken Loach
5045,965,Director,Orson Welles
5046,33135,Director,Rafal Zielinski
5047,10889,Director,John Cassavetes
5048,16149,Director,Julien Temple
5049,54287,Director,James L. Conway
5050,25628,Director,Terry Marcel
5051,65262,Director,Armand Mastroianni
5052,10935,Director,Michael Cimino
5053,44004,Director,Martin Davidson
5054,22288,Director,Jerry Schatzberg
5055,32030,Director,Ronald Neame
5056,119617,Director,Robert Scheerer
5057,29343,Director,Barbara Peeters
5058,39503,Director,Richard Donner
5059,7988,Director,Michael Ritchie
5060,15310,Director,Richard Fleischer
5061,17909,Director,Slobodan Šijan
5062,22130,Director,Jean Rollin
5063,26843,Director,Moustapha Akkad
5064,27458,Director,Ronald F. Maxwell
5065,14807,Director,John Mackenzie
5066,14729,Director,Walter Hill
5067,46973,Director,Robert Guenette
5068,8690,Director,Umberto Lenzi
5069,39543,Director,Alain Resnais
5070,39578,Director,Roy Ward Baker
5071,3418,Director,Bertrand Tavernier
5072,30924,Director,Kevin Connor
5073,14929,Director,Charles Kaufman
5074,75552,Director,Richard Lang
5075,18910,Director,William Peter Blatty
5076,24919,Director,Andrea Bianchi
5077,26200,Director,Clive Donner
5078,24825,Director,Eric Karson
5079,38147,Director,Gilbert Cates
5080,24032,Director,Carl Reiner
5081,26179,Director,Joe Camp
5082,4499,Director,Pedro Almodóvar
5083,11333,Director,Sergio Corbucci
5084,425,Director,Chris Wedge
5085,1576,Director,Paul W.S. Anderson
5086,5851,Director,Tom Dey
5087,25014,Director,Elie Chouraqui
5088,15647,Director,Charles Herman-Wurmfeld
5089,25110,Director,Lieven Debrauwer
5090,38880,Director,Justine Shapiro
